Origin,Destination,Distance_m,Duration_s
heratsi_2-,charents_2-,853,97
heratsi_2-,heratsi_1-,810,60
heratsi_2-,sayat_nova_3,1322,246
heratsi_2-,khanjyan_1,912,83
heratsi_2-,khanjyan_2-,1436,104
heratsi_2-,sayat_nova_1-,1526,187
heratsi_2-,alek_manukyan_1-,1989,275
heratsi_2-,alek_manukyan_2,1928,265
heratsi_2-,sayat_nova_2,1231,232
heratsi_2-,alek_manukyan_2,1928,265
heratsi_2-,charents_2-,853,97
heratsi_2-,heratsi_1-,810,60
heratsi_2-,sayat_nova_3,1322,246
heratsi_2-,khanjyan_1,912,83
heratsi_2-,khanjyan_2-,1436,104
heratsi_2-,sayat_nova_1-,1526,187
heratsi_2-,alek_manukyan_1-,1989,275
heratsi_2-,alek_manukyan_2,1928,265
heratsi_2-,sayat_nova_2,1231,232
heratsi_2-,alek_manukyan_2,1928,265
sayat_nova_2,charents_2-,1020,169
sayat_nova_2,heratsi_1-,1769,246
sayat_nova_2,sayat_nova_3,245,64
sayat_nova_2,khanjyan_1,402,87
sayat_nova_2,khanjyan_2-,405,86
sayat_nova_2,sayat_nova_1-,210,41
sayat_nova_2,alek_manukyan_1-,381,72
sayat_nova_2,alek_manukyan_2,320,69
sayat_nova_2,sayat_nova_2,0,0
sayat_nova_2,alek_manukyan_2,320,69
sayat_nova_2,charents_2-,1020,169
sayat_nova_2,heratsi_1-,1769,246
sayat_nova_2,sayat_nova_3,245,64
sayat_nova_2,khanjyan_1,402,87
sayat_nova_2,khanjyan_2-,405,86
sayat_nova_2,sayat_nova_1-,210,41
sayat_nova_2,alek_manukyan_1-,381,72
sayat_nova_2,alek_manukyan_2,320,69
sayat_nova_2,sayat_nova_2,0,0
sayat_nova_2,alek_manukyan_2,320,69
sayat_nova_2,charents_2-,1020,169
sayat_nova_2,heratsi_1-,1769,246
sayat_nova_2,sayat_nova_3,245,64
sayat_nova_2,khanjyan_1,402,87
sayat_nova_2,khanjyan_2-,405,86
sayat_nova_2,sayat_nova_1-,210,41
sayat_nova_2,alek_manukyan_1-,381,72
sayat_nova_2,alek_manukyan_2,320,69
sayat_nova_2,sayat_nova_2,0,0
sayat_nova_2,alek_manukyan_2,320,69
sayat_nova_2-,charents_2-,1019,169
sayat_nova_2-,heratsi_1-,1769,246
sayat_nova_2-,sayat_nova_3,245,64
sayat_nova_2-,khanjyan_1,402,87
sayat_nova_2-,khanjyan_2-,405,86
sayat_nova_2-,sayat_nova_1-,210,41
sayat_nova_2-,alek_manukyan_1-,380,72
sayat_nova_2-,alek_manukyan_2,320,68
sayat_nova_2-,sayat_nova_2,0,0
sayat_nova_2-,alek_manukyan_2,320,68
sayat_nova_2-,charents_2-,1019,169
sayat_nova_2-,heratsi_1-,1769,246
sayat_nova_2-,sayat_nova_3,245,64
sayat_nova_2-,khanjyan_1,402,87
sayat_nova_2-,khanjyan_2-,405,86
sayat_nova_2-,sayat_nova_1-,210,41
sayat_nova_2-,alek_manukyan_1-,380,72
sayat_nova_2-,alek_manukyan_2,320,68
sayat_nova_2-,sayat_nova_2,0,0
sayat_nova_2-,alek_manukyan_2,320,68
sayat_nova_2-,charents_2-,1019,169
sayat_nova_2-,heratsi_1-,1769,246
sayat_nova_2-,sayat_nova_3,245,64
sayat_nova_2-,khanjyan_1,402,87
sayat_nova_2-,khanjyan_2-,405,86
sayat_nova_2-,sayat_nova_1-,210,41
sayat_nova_2-,alek_manukyan_1-,380,72
sayat_nova_2-,alek_manukyan_2,320,68
sayat_nova_2-,sayat_nova_2,0,0
sayat_nova_2-,alek_manukyan_2,320,68
sayat_nova_1,charents_2-,1102,179
sayat_nova_1,heratsi_1-,1852,262
sayat_nova_1,sayat_nova_3,455,111
sayat_nova_1,khanjyan_1,612,133
sayat_nova_1,khanjyan_2-,615,132
sayat_nova_1,sayat_nova_1-,0,0
sayat_nova_1,alek_manukyan_1-,463,88
sayat_nova_1,alek_manukyan_2,402,78
sayat_nova_1,sayat_nova_2,210,46
sayat_nova_1,alek_manukyan_2,402,78
sayat_nova_1,charents_2-,1102,179
sayat_nova_1,heratsi_1-,1852,262
sayat_nova_1,sayat_nova_3,455,111
sayat_nova_1,khanjyan_1,612,133
sayat_nova_1,khanjyan_2-,615,132
sayat_nova_1,sayat_nova_1-,0,0
sayat_nova_1,alek_manukyan_1-,463,88
sayat_nova_1,alek_manukyan_2,402,78
sayat_nova_1,sayat_nova_2,210,46
sayat_nova_1,alek_manukyan_2,402,78
sayat_nova_1,alek_manukyan_1-,463,88
sayat_nova_1,charents_1-,731,100
sayat_nova_1,charents_2-,1102,179
sayat_nova_1,charents_2,716,86
sayat_nova_1,sayat_nova_1,0,0
sayat_nova_1,koryun_1,1408,176
sayat_nova_1,heratsi_2,1555,166
sayat_nova_1,charents_1-,731,100
sayat_nova_1,sayat_nova_1,0,0
sayat_nova_1,heratsi_2,1555,166
sayat_nova_1-,alek_manukyan_1-,463,88
sayat_nova_1-,charents_1-,731,100
sayat_nova_1-,charents_2-,1102,179
sayat_nova_1-,charents_2,716,85
sayat_nova_1-,sayat_nova_1,0,0
sayat_nova_1-,koryun_1,1408,176
sayat_nova_1-,heratsi_2,1555,166
sayat_nova_1-,charents_1-,731,100
sayat_nova_1-,sayat_nova_1,0,0
sayat_nova_1-,heratsi_2,1555,166
sayat_nova_1-,alek_manukyan_1-,463,88
sayat_nova_1-,charents_1-,731,100
sayat_nova_1-,charents_2-,1102,179
sayat_nova_1-,charents_2,716,85
sayat_nova_1-,sayat_nova_1,0,0
sayat_nova_1-,koryun_1,1408,176
sayat_nova_1-,heratsi_2,1555,166
sayat_nova_1-,charents_1-,731,100
sayat_nova_1-,sayat_nova_1,0,0
sayat_nova_1-,heratsi_2,1555,166
charents_1,alek_manukyan_1-,1215,202
charents_1,charents_1-,1,0
charents_1,charents_2-,1854,293
charents_1,charents_2,1110,127
charents_1,sayat_nova_1,752,114
charents_1,koryun_1,1802,218
charents_1,heratsi_2,1949,208
charents_1,charents_1-,1,0
charents_1,sayat_nova_1,752,114
charents_1,heratsi_2,1949,208
charents_1,alek_manukyan_1-,1215,202
charents_1,charents_1-,1,0
charents_1,charents_2-,1854,293
charents_1,charents_2,1110,127
charents_1,sayat_nova_1,752,114
charents_1,koryun_1,1802,218
charents_1,heratsi_2,1949,208
charents_1,charents_1-,1,0
charents_1,sayat_nova_1,752,114
charents_1,heratsi_2,1949,208
charents_2,alek_manukyan_1-,3130,539
charents_2,charents_1-,3104,492
charents_2,charents_2-,1994,361
charents_2,charents_2,0,0
charents_2,sayat_nova_1,2667,451
charents_2,koryun_1,692,91
charents_2,heratsi_2,839,81
charents_2,charents_1-,3104,492
charents_2,sayat_nova_1,2667,451
charents_2,heratsi_2,839,81
charents_2,alek_manukyan_1-,3130,539
charents_2,charents_1-,3104,492
charents_2,charents_2-,1994,361
charents_2,charents_2,0,0
charents_2,sayat_nova_1,2667,451
charents_2,koryun_1,692,91
charents_2,heratsi_2,839,81
charents_2,charents_1-,3104,492
charents_2,sayat_nova_1,2667,451
charents_2,heratsi_2,839,81
charents_2-,alek_manukyan_1-,1136,178
charents_2-,charents_1-,1110,131
charents_2-,charents_2-,0,0
charents_2-,charents_2,1068,118
charents_2-,sayat_nova_1,673,90
charents_2-,koryun_1,1760,209
charents_2-,heratsi_2,1906,199
charents_2-,charents_1-,1110,131
charents_2-,sayat_nova_1,673,90
charents_2-,heratsi_2,1906,199
charents_2-,alek_manukyan_1-,1136,178
charents_2-,charents_1-,1110,131
charents_2-,charents_2-,0,0
charents_2-,charents_2,1068,118
charents_2-,sayat_nova_1,673,90
charents_2-,koryun_1,1760,209
charents_2-,heratsi_2,1906,199
charents_2-,charents_1-,1110,131
charents_2-,sayat_nova_1,673,90
charents_2-,heratsi_2,1906,199
alek_manukyan_2,alek_manukyan_1-,934,256
alek_manukyan_2,charents_1-,1810,232
alek_manukyan_2,charents_2-,700,101
alek_manukyan_2,charents_2,1767,219
alek_manukyan_2,sayat_nova_1,1372,191
alek_manukyan_2,koryun_1,2459,310
alek_manukyan_2,heratsi_2,913,104
alek_manukyan_2,charents_1-,1810,232
alek_manukyan_2,sayat_nova_1,1372,191
alek_manukyan_2,heratsi_2,913,104
alek_manukyan_2,isahakyan_1,505,111
alek_manukyan_2,charents_2-,700,101
alek_manukyan_2,alek_manukyan_2,0,0
alek_manukyan_2,sayat_nova_2,554,184
alek_manukyan_2,sayat_nova_1-,1372,191
alek_manukyan_2,isahakyan_1,505,111
alek_manukyan_2,charents_2-,700,101
alek_manukyan_2,alek_manukyan_2,0,0
alek_manukyan_2,sayat_nova_2,554,184
alek_manukyan_2,sayat_nova_1-,1372,191
alek_manukyan_1,isahakyan_1,1078,223
alek_manukyan_1,charents_2-,1272,213
alek_manukyan_1,alek_manukyan_2,572,112
alek_manukyan_1,sayat_nova_2,380,83
alek_manukyan_1,sayat_nova_1-,462,89
alek_manukyan_1,isahakyan_1,1078,223
alek_manukyan_1,charents_2-,1272,213
alek_manukyan_1,alek_manukyan_2,572,112
alek_manukyan_1,sayat_nova_2,380,83
alek_manukyan_1,sayat_nova_1-,462,89
alek_manukyan_1,isahakyan_1,1078,223
alek_manukyan_1,charents_2-,1272,213
alek_manukyan_1,alek_manukyan_2,572,112
alek_manukyan_1,sayat_nova_2,380,83
alek_manukyan_1,sayat_nova_1-,462,89
