tls_id,phase_index,phase_state,phase_duration,min_duration,max_duration,controlled_lanes,controlled_links
cluster_11648561419_11648561420_2271142975_4854142869,3,yyyyyyyrrrrrryyyyyyrrrrrr,6.0,6.0,6.0,799116519_0 799116519_0 799116519_0 799116519_1 799116519_1 799116519_1 799116519_1 134194079#0_0 134194079#0_0 134194079#0_1 134194079#0_2 134194079#0_2 134194079#0_2 1253188486#4_0 1253188486#4_0 1253188486#4_1 1253188486#4_2 1253188486#4_2 1253188486#4_2 1328664748#0_0 1328664748#0_0 1328664748#0_1 1328664748#0_2 1328664748#0_2 1328664748#0_2,"[[('799116519_0', '1328664744#0_0', ':cluster_11648561419_11648561420_2271142975_4854142869_0_0')], [('799116519_0', '135474719#0_0', ':cluster_11648561419_11648561420_2271142975_4854142869_1_0')], [('799116519_0', '135474719#0_1', ':cluster_11648561419_11648561420_2271142975_4854142869_1_1')], [('799116519_1', '135474719#0_2', ':cluster_11648561419_11648561420_2271142975_4854142869_1_2')], [('799116519_1', '135474719#0_3', ':cluster_11648561419_11648561420_2271142975_4854142869_1_3')], [('799116519_1', '177211987#1_2', ':cluster_11648561419_11648561420_2271142975_4854142869_5_0')], [('799116519_1', '1253188486#8_2', ':cluster_11648561419_11648561420_2271142975_4854142869_6_0')], [('134194079#0_0', '1253188486#8_0', ':cluster_11648561419_11648561420_2271142975_4854142869_7_0')], [('134194079#0_0', '1328664744#0_0', ':cluster_11648561419_11648561420_2271142975_4854142869_8_0')], [('134194079#0_1', '1328664744#0_1', ':cluster_11648561419_11648561420_2271142975_4854142869_8_1')], [('134194079#0_2', '1328664744#0_2', ':cluster_11648561419_11648561420_2271142975_4854142869_8_2')], [('134194079#0_2', '135474719#0_3', ':cluster_11648561419_11648561420_2271142975_4854142869_11_0')], [('134194079#0_2', '177211987#1_2', ':cluster_11648561419_11648561420_2271142975_4854142869_12_0')], [('1253188486#4_0', '177211987#1_0', ':cluster_11648561419_11648561420_2271142975_4854142869_13_0')], [('1253188486#4_0', '1253188486#8_0', ':cluster_11648561419_11648561420_2271142975_4854142869_14_0')], [('1253188486#4_1', '1253188486#8_1', ':cluster_11648561419_11648561420_2271142975_4854142869_14_1')], [('1253188486#4_2', '1253188486#8_2', ':cluster_11648561419_11648561420_2271142975_4854142869_14_2')], [('1253188486#4_2', '1328664744#0_2', ':cluster_11648561419_11648561420_2271142975_4854142869_17_0')], [('1253188486#4_2', '135474719#0_3', ':cluster_11648561419_11648561420_2271142975_4854142869_18_0')], [('1328664748#0_0', '135474719#0_0', ':cluster_11648561419_11648561420_2271142975_4854142869_19_0')], [('1328664748#0_0', '177211987#1_0', ':cluster_11648561419_11648561420_2271142975_4854142869_20_0')], [('1328664748#0_1', '177211987#1_1', ':cluster_11648561419_11648561420_2271142975_4854142869_20_1')], [('1328664748#0_2', '177211987#1_2', ':cluster_11648561419_11648561420_2271142975_4854142869_20_2')], [('1328664748#0_2', '1253188486#8_2', ':cluster_11648561419_11648561420_2271142975_4854142869_23_0')], [('1328664748#0_2', '1328664744#0_2', ':cluster_11648561419_11648561420_2271142975_4854142869_24_0')]]"
cluster_11657899598_353811979_6712514804,0,GGGGggrrrrrrGGGGgg,39.0,13.0,50.0,1310781055#0_0 1310781055#0_0 1310781055#0_1 1310781055#0_2 1310781055#0_2 1310781055#0_2 31861355#0_0 31861355#0_0 31861355#0_1 31861355#0_1 31861355#0_1 31861355#0_1 688883939#0_0 688883939#0_0 688883939#0_1 688883939#0_2 688883939#0_2 688883939#0_2,"[[('1310781055#0_0', '1310781105#0_0', ':cluster_11657899598_353811979_6712514804_0_0')], [('1310781055#0_0', '714011134#0_0', ':cluster_11657899598_353811979_6712514804_1_0')], [('1310781055#0_1', '714011134#0_1', ':cluster_11657899598_353811979_6712514804_1_1')], [('1310781055#0_2', '714011134#0_2', ':cluster_11657899598_353811979_6712514804_1_2')], [('1310781055#0_2', '1254157399#1_1', ':cluster_11657899598_353811979_6712514804_4_0')], [('1310781055#0_2', '809719540#0_2', ':cluster_11657899598_353811979_6712514804_5_0')], [('31861355#0_0', '809719540#0_0', ':cluster_11657899598_353811979_6712514804_6_0')], [('31861355#0_0', '1310781105#0_0', ':cluster_11657899598_353811979_6712514804_7_0')], [('31861355#0_1', '1310781105#0_1', ':cluster_11657899598_353811979_6712514804_7_1')], [('31861355#0_1', '714011134#0_1', ':cluster_11657899598_353811979_6712514804_9_0')], [('31861355#0_1', '714011134#0_2', ':cluster_11657899598_353811979_6712514804_9_1')], [('31861355#0_1', '1254157399#1_1', ':cluster_11657899598_353811979_6712514804_11_0')], [('688883939#0_0', '1254157399#1_0', ':cluster_11657899598_353811979_6712514804_12_0')], [('688883939#0_0', '809719540#0_0', ':cluster_11657899598_353811979_6712514804_13_0')], [('688883939#0_1', '809719540#0_1', ':cluster_11657899598_353811979_6712514804_13_1')], [('688883939#0_2', '809719540#0_2', ':cluster_11657899598_353811979_6712514804_13_2')], [('688883939#0_2', '1310781105#0_1', ':cluster_11657899598_353811979_6712514804_16_0')], [('688883939#0_2', '714011134#0_2', ':cluster_11657899598_353811979_6712514804_17_0')]]"
cluster_11657899598_353811979_6712514804,1,yyyyyyrrrrrrGyyyyy,6.0,6.0,6.0,1310781055#0_0 1310781055#0_0 1310781055#0_1 1310781055#0_2 1310781055#0_2 1310781055#0_2 31861355#0_0 31861355#0_0 31861355#0_1 31861355#0_1 31861355#0_1 31861355#0_1 688883939#0_0 688883939#0_0 688883939#0_1 688883939#0_2 688883939#0_2 688883939#0_2,"[[('1310781055#0_0', '1310781105#0_0', ':cluster_11657899598_353811979_6712514804_0_0')], [('1310781055#0_0', '714011134#0_0', ':cluster_11657899598_353811979_6712514804_1_0')], [('1310781055#0_1', '714011134#0_1', ':cluster_11657899598_353811979_6712514804_1_1')], [('1310781055#0_2', '714011134#0_2', ':cluster_11657899598_353811979_6712514804_1_2')], [('1310781055#0_2', '1254157399#1_1', ':cluster_11657899598_353811979_6712514804_4_0')], [('1310781055#0_2', '809719540#0_2', ':cluster_11657899598_353811979_6712514804_5_0')], [('31861355#0_0', '809719540#0_0', ':cluster_11657899598_353811979_6712514804_6_0')], [('31861355#0_0', '1310781105#0_0', ':cluster_11657899598_353811979_6712514804_7_0')], [('31861355#0_1', '1310781105#0_1', ':cluster_11657899598_353811979_6712514804_7_1')], [('31861355#0_1', '714011134#0_1', ':cluster_11657899598_353811979_6712514804_9_0')], [('31861355#0_1', '714011134#0_2', ':cluster_11657899598_353811979_6712514804_9_1')], [('31861355#0_1', '1254157399#1_1', ':cluster_11657899598_353811979_6712514804_11_0')], [('688883939#0_0', '1254157399#1_0', ':cluster_11657899598_353811979_6712514804_12_0')], [('688883939#0_0', '809719540#0_0', ':cluster_11657899598_353811979_6712514804_13_0')], [('688883939#0_1', '809719540#0_1', ':cluster_11657899598_353811979_6712514804_13_1')], [('688883939#0_2', '809719540#0_2', ':cluster_11657899598_353811979_6712514804_13_2')], [('688883939#0_2', '1310781105#0_1', ':cluster_11657899598_353811979_6712514804_16_0')], [('688883939#0_2', '714011134#0_2', ':cluster_11657899598_353811979_6712514804_17_0')]]"
cluster_11657899598_353811979_6712514804,2,rrrrrrGGGGGgGrrrrr,39.0,7.0,50.0,1310781055#0_0 1310781055#0_0 1310781055#0_1 1310781055#0_2 1310781055#0_2 1310781055#0_2 31861355#0_0 31861355#0_0 31861355#0_1 31861355#0_1 31861355#0_1 31861355#0_1 688883939#0_0 688883939#0_0 688883939#0_1 688883939#0_2 688883939#0_2 688883939#0_2,"[[('1310781055#0_0', '1310781105#0_0', ':cluster_11657899598_353811979_6712514804_0_0')], [('1310781055#0_0', '714011134#0_0', ':cluster_11657899598_353811979_6712514804_1_0')], [('1310781055#0_1', '714011134#0_1', ':cluster_11657899598_353811979_6712514804_1_1')], [('1310781055#0_2', '714011134#0_2', ':cluster_11657899598_353811979_6712514804_1_2')], [('1310781055#0_2', '1254157399#1_1', ':cluster_11657899598_353811979_6712514804_4_0')], [('1310781055#0_2', '809719540#0_2', ':cluster_11657899598_353811979_6712514804_5_0')], [('31861355#0_0', '809719540#0_0', ':cluster_11657899598_353811979_6712514804_6_0')], [('31861355#0_0', '1310781105#0_0', ':cluster_11657899598_353811979_6712514804_7_0')], [('31861355#0_1', '1310781105#0_1', ':cluster_11657899598_353811979_6712514804_7_1')], [('31861355#0_1', '714011134#0_1', ':cluster_11657899598_353811979_6712514804_9_0')], [('31861355#0_1', '714011134#0_2', ':cluster_11657899598_353811979_6712514804_9_1')], [('31861355#0_1', '1254157399#1_1', ':cluster_11657899598_353811979_6712514804_11_0')], [('688883939#0_0', '1254157399#1_0', ':cluster_11657899598_353811979_6712514804_12_0')], [('688883939#0_0', '809719540#0_0', ':cluster_11657899598_353811979_6712514804_13_0')], [('688883939#0_1', '809719540#0_1', ':cluster_11657899598_353811979_6712514804_13_1')], [('688883939#0_2', '809719540#0_2', ':cluster_11657899598_353811979_6712514804_13_2')], [('688883939#0_2', '1310781105#0_1', ':cluster_11657899598_353811979_6712514804_16_0')], [('688883939#0_2', '714011134#0_2', ':cluster_11657899598_353811979_6712514804_17_0')]]"
cluster_11657899598_353811979_6712514804,3,rrrrrryyyyyyGrrrrr,6.0,6.0,6.0,1310781055#0_0 1310781055#0_0 1310781055#0_1 1310781055#0_2 1310781055#0_2 1310781055#0_2 31861355#0_0 31861355#0_0 31861355#0_1 31861355#0_1 31861355#0_1 31861355#0_1 688883939#0_0 688883939#0_0 688883939#0_1 688883939#0_2 688883939#0_2 688883939#0_2,"[[('1310781055#0_0', '1310781105#0_0', ':cluster_11657899598_353811979_6712514804_0_0')], [('1310781055#0_0', '714011134#0_0', ':cluster_11657899598_353811979_6712514804_1_0')], [('1310781055#0_1', '714011134#0_1', ':cluster_11657899598_353811979_6712514804_1_1')], [('1310781055#0_2', '714011134#0_2', ':cluster_11657899598_353811979_6712514804_1_2')], [('1310781055#0_2', '1254157399#1_1', ':cluster_11657899598_353811979_6712514804_4_0')], [('1310781055#0_2', '809719540#0_2', ':cluster_11657899598_353811979_6712514804_5_0')], [('31861355#0_0', '809719540#0_0', ':cluster_11657899598_353811979_6712514804_6_0')], [('31861355#0_0', '1310781105#0_0', ':cluster_11657899598_353811979_6712514804_7_0')], [('31861355#0_1', '1310781105#0_1', ':cluster_11657899598_353811979_6712514804_7_1')], [('31861355#0_1', '714011134#0_1', ':cluster_11657899598_353811979_6712514804_9_0')], [('31861355#0_1', '714011134#0_2', ':cluster_11657899598_353811979_6712514804_9_1')], [('31861355#0_1', '1254157399#1_1', ':cluster_11657899598_353811979_6712514804_11_0')], [('688883939#0_0', '1254157399#1_0', ':cluster_11657899598_353811979_6712514804_12_0')], [('688883939#0_0', '809719540#0_0', ':cluster_11657899598_353811979_6712514804_13_0')], [('688883939#0_1', '809719540#0_1', ':cluster_11657899598_353811979_6712514804_13_1')], [('688883939#0_2', '809719540#0_2', ':cluster_11657899598_353811979_6712514804_13_2')], [('688883939#0_2', '1310781105#0_1', ':cluster_11657899598_353811979_6712514804_16_0')], [('688883939#0_2', '714011134#0_2', ':cluster_11657899598_353811979_6712514804_17_0')]]"
cluster_1507433914_2954854770_2954854771_2954854772_#9more,0,GGGGGgrrrrrrGGGGgrrrrrrG,35.0,7.0,50.0,291974733#0_0 291974733#0_0 291974733#0_0 291974733#0_1 291974733#0_2 291974733#0_2 137415945#0.16_0 137415945#0.16_0 137415945#0.16_1 137415945#0.16_2 137415945#0.16_2 137415945#0.16_2 133000078#0_0 133000078#0_0 133000078#0_1 133000078#0_2 133000078#0_2 1252820505#0_0 1252820505#0_0 1252820505#0_1 1252820505#0_2 1252820505#0_2 1252820505#0_3 1252820505#0_3,"[[('291974733#0_0', '688951523_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_0_0')], [('291974733#0_0', '688951523_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_0_1')], [('291974733#0_0', '379698350#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_2_0')], [('291974733#0_1', '379698350#0_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_2_1')], [('291974733#0_2', '379698350#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_2_2')], [('291974733#0_2', '137406408#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_5_0')], [('137415945#0.16_0', '137406408#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_6_0')], [('137415945#0.16_0', '688951523_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_0')], [('137415945#0.16_1', '688951523_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_1')], [('137415945#0.16_2', '688951523_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_2')], [('137415945#0.16_2', '688951523_3', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_3')], [('137415945#0.16_2', '379698350#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_11_0')], [('133000078#0_0', '1235147073_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_12_0')], [('133000078#0_0', '137406408#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_13_0')], [('133000078#0_1', '137406408#0_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_13_1')], [('133000078#0_2', '137406408#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_13_2')], [('133000078#0_2', '1249078823_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_16_0')], [('1252820505#0_0', '379698350#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_17_0')], [('1252820505#0_0', '1235147073_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_18_0')], [('1252820505#0_1', '1235147073_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_18_1')], [('1252820505#0_2', '1235147073_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_18_2')], [('1252820505#0_2', '137406408#0_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_21_0')], [('1252820505#0_3', '137406408#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_21_1')], [('1252820505#0_3', '1249078823_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_23_0')]]"
cluster_1507433914_2954854770_2954854771_2954854772_#9more,1,yyyyyyrrrrrryyyyyrrrrrry,4.0,4.0,4.0,291974733#0_0 291974733#0_0 291974733#0_0 291974733#0_1 291974733#0_2 291974733#0_2 137415945#0.16_0 137415945#0.16_0 137415945#0.16_1 137415945#0.16_2 137415945#0.16_2 137415945#0.16_2 133000078#0_0 133000078#0_0 133000078#0_1 133000078#0_2 133000078#0_2 1252820505#0_0 1252820505#0_0 1252820505#0_1 1252820505#0_2 1252820505#0_2 1252820505#0_3 1252820505#0_3,"[[('291974733#0_0', '688951523_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_0_0')], [('291974733#0_0', '688951523_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_0_1')], [('291974733#0_0', '379698350#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_2_0')], [('291974733#0_1', '379698350#0_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_2_1')], [('291974733#0_2', '379698350#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_2_2')], [('291974733#0_2', '137406408#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_5_0')], [('137415945#0.16_0', '137406408#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_6_0')], [('137415945#0.16_0', '688951523_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_0')], [('137415945#0.16_1', '688951523_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_1')], [('137415945#0.16_2', '688951523_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_2')], [('137415945#0.16_2', '688951523_3', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_3')], [('137415945#0.16_2', '379698350#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_11_0')], [('133000078#0_0', '1235147073_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_12_0')], [('133000078#0_0', '137406408#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_13_0')], [('133000078#0_1', '137406408#0_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_13_1')], [('133000078#0_2', '137406408#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_13_2')], [('133000078#0_2', '1249078823_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_16_0')], [('1252820505#0_0', '379698350#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_17_0')], [('1252820505#0_0', '1235147073_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_18_0')], [('1252820505#0_1', '1235147073_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_18_1')], [('1252820505#0_2', '1235147073_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_18_2')], [('1252820505#0_2', '137406408#0_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_21_0')], [('1252820505#0_3', '137406408#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_21_1')], [('1252820505#0_3', '1249078823_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_23_0')]]"
cluster_1507433914_2954854770_2954854771_2954854772_#9more,2,rrrrrrrrrrrrrrrrrrrrrrrr,2.0,2.0,2.0,291974733#0_0 291974733#0_0 291974733#0_0 291974733#0_1 291974733#0_2 291974733#0_2 137415945#0.16_0 137415945#0.16_0 137415945#0.16_1 137415945#0.16_2 137415945#0.16_2 137415945#0.16_2 133000078#0_0 133000078#0_0 133000078#0_1 133000078#0_2 133000078#0_2 1252820505#0_0 1252820505#0_0 1252820505#0_1 1252820505#0_2 1252820505#0_2 1252820505#0_3 1252820505#0_3,"[[('291974733#0_0', '688951523_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_0_0')], [('291974733#0_0', '688951523_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_0_1')], [('291974733#0_0', '379698350#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_2_0')], [('291974733#0_1', '379698350#0_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_2_1')], [('291974733#0_2', '379698350#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_2_2')], [('291974733#0_2', '137406408#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_5_0')], [('137415945#0.16_0', '137406408#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_6_0')], [('137415945#0.16_0', '688951523_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_0')], [('137415945#0.16_1', '688951523_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_1')], [('137415945#0.16_2', '688951523_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_2')], [('137415945#0.16_2', '688951523_3', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_3')], [('137415945#0.16_2', '379698350#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_11_0')], [('133000078#0_0', '1235147073_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_12_0')], [('133000078#0_0', '137406408#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_13_0')], [('133000078#0_1', '137406408#0_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_13_1')], [('133000078#0_2', '137406408#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_13_2')], [('133000078#0_2', '1249078823_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_16_0')], [('1252820505#0_0', '379698350#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_17_0')], [('1252820505#0_0', '1235147073_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_18_0')], [('1252820505#0_1', '1235147073_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_18_1')], [('1252820505#0_2', '1235147073_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_18_2')], [('1252820505#0_2', '137406408#0_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_21_0')], [('1252820505#0_3', '137406408#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_21_1')], [('1252820505#0_3', '1249078823_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_23_0')]]"
cluster_1507433914_2954854770_2954854771_2954854772_#9more,3,rrrrrrGGGGGgrrrrrGGGGggG,34.0,7.0,50.0,291974733#0_0 291974733#0_0 291974733#0_0 291974733#0_1 291974733#0_2 291974733#0_2 137415945#0.16_0 137415945#0.16_0 137415945#0.16_1 137415945#0.16_2 137415945#0.16_2 137415945#0.16_2 133000078#0_0 133000078#0_0 133000078#0_1 133000078#0_2 133000078#0_2 1252820505#0_0 1252820505#0_0 1252820505#0_1 1252820505#0_2 1252820505#0_2 1252820505#0_3 1252820505#0_3,"[[('291974733#0_0', '688951523_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_0_0')], [('291974733#0_0', '688951523_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_0_1')], [('291974733#0_0', '379698350#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_2_0')], [('291974733#0_1', '379698350#0_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_2_1')], [('291974733#0_2', '379698350#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_2_2')], [('291974733#0_2', '137406408#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_5_0')], [('137415945#0.16_0', '137406408#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_6_0')], [('137415945#0.16_0', '688951523_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_0')], [('137415945#0.16_1', '688951523_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_1')], [('137415945#0.16_2', '688951523_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_2')], [('137415945#0.16_2', '688951523_3', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_3')], [('137415945#0.16_2', '379698350#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_11_0')], [('133000078#0_0', '1235147073_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_12_0')], [('133000078#0_0', '137406408#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_13_0')], [('133000078#0_1', '137406408#0_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_13_1')], [('133000078#0_2', '137406408#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_13_2')], [('133000078#0_2', '1249078823_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_16_0')], [('1252820505#0_0', '379698350#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_17_0')], [('1252820505#0_0', '1235147073_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_18_0')], [('1252820505#0_1', '1235147073_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_18_1')], [('1252820505#0_2', '1235147073_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_18_2')], [('1252820505#0_2', '137406408#0_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_21_0')], [('1252820505#0_3', '137406408#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_21_1')], [('1252820505#0_3', '1249078823_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_23_0')]]"
cluster_1507433914_2954854770_2954854771_2954854772_#9more,4,rrrrrryyyyygrrrrryyyyggy,4.0,4.0,4.0,291974733#0_0 291974733#0_0 291974733#0_0 291974733#0_1 291974733#0_2 291974733#0_2 137415945#0.16_0 137415945#0.16_0 137415945#0.16_1 137415945#0.16_2 137415945#0.16_2 137415945#0.16_2 133000078#0_0 133000078#0_0 133000078#0_1 133000078#0_2 133000078#0_2 1252820505#0_0 1252820505#0_0 1252820505#0_1 1252820505#0_2 1252820505#0_2 1252820505#0_3 1252820505#0_3,"[[('291974733#0_0', '688951523_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_0_0')], [('291974733#0_0', '688951523_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_0_1')], [('291974733#0_0', '379698350#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_2_0')], [('291974733#0_1', '379698350#0_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_2_1')], [('291974733#0_2', '379698350#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_2_2')], [('291974733#0_2', '137406408#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_5_0')], [('137415945#0.16_0', '137406408#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_6_0')], [('137415945#0.16_0', '688951523_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_0')], [('137415945#0.16_1', '688951523_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_1')], [('137415945#0.16_2', '688951523_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_2')], [('137415945#0.16_2', '688951523_3', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_7_3')], [('137415945#0.16_2', '379698350#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_11_0')], [('133000078#0_0', '1235147073_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_12_0')], [('133000078#0_0', '137406408#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_13_0')], [('133000078#0_1', '137406408#0_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_13_1')], [('133000078#0_2', '137406408#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_13_2')], [('133000078#0_2', '1249078823_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_16_0')], [('1252820505#0_0', '379698350#0_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_17_0')], [('1252820505#0_0', '1235147073_0', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_18_0')], [('1252820505#0_1', '1235147073_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_18_1')], [('1252820505#0_2', '1235147073_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_18_2')], [('1252820505#0_2', '137406408#0_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_21_0')], [('1252820505#0_3', '137406408#0_2', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_21_1')], [('1252820505#0_3', '1249078823_1', ':cluster_1507433914_2954854770_2954854771_2954854772_#9more_23_0')]]"
